"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2023","135.33","135.00","136.18","134.20","891.52K","-0.98%"
"03/09/2023","136.67","135.55","136.71","134.51","596.34K","0.89%"
"03/08/2023","135.47","135.13","135.47","134.45","807.33K","-0.52%"
"03/07/2023","136.18","134.85","137.11","134.85","867.85K","0.64%"
"03/06/2023","135.31","137.05","137.15","135.29","643.12K","-1.01%"
"03/03/2023","136.69","136.18","136.93","136.02","617.15K","0.54%"
"03/02/2023","135.96","135.27","136.31","134.49","669.09K","0.15%"
"03/01/2023","135.75","137.35","137.36","135.49","629.76K","-0.82%"
"02/28/2023","136.87","136.80","137.36","136.16","1.10M","-0.69%"
"02/27/2023","137.82","135.76","137.82","135.73","937.12K","2.61%"
"02/24/2023","134.31","135.62","136.42","133.80","2.01M","-0.56%"
"02/23/2023","135.07","136.24","136.64","134.82","1.02M","-0.70%"
